,edgeid,coords
3540,"(6685578717, 2197593394)","[(1.6841882, 41.3353116), (1.6844143, 41.3351189), (1.6845287, 41.3350788), (1.684635, 41.3351222), (1.6849018, 41.3352958)]"
3541,"(6685578717, 6685578716)","[(1.6841882, 41.3353116), (1.6841657, 41.3352957), (1.684149, 41.3352839)]"
3542,"(6685578718, 6685578720)","[(1.6839288, 41.3352237), (1.6840053, 41.3352512), (1.6840184, 41.3352921)]"
3543,"(6685578718, 6685578716)","[(1.6839288, 41.3352237), (1.6840126, 41.3352191), (1.6840953, 41.3352273), (1.684149, 41.3352839)]"
3544,"(6685578718, 6685578729)","[(1.6839288, 41.3352237), (1.6839226, 41.335224), (1.6837391, 41.3352436), (1.6835185, 41.3352561), (1.6834953, 41.3352659), (1.6834097, 41.3353264), (1.6833401, 41.3353787), (1.68329, 41.3353967)]"
3545,"(6685578720, 6685578722)","[(1.6840184, 41.3352921), (1.6838965, 41.3354016), (1.6837188, 41.3355585)]"
3546,"(6685578720, 6685578718)","[(1.6840184, 41.3352921), (1.6840053, 41.3352512), (1.6839288, 41.3352237)]"
3547,"(6685578720, 6685578716)","[(1.6840184, 41.3352921), (1.6840735, 41.3352703), (1.684149, 41.3352839)]"
3548,"(6685578722, 6685578729)","[(1.6837188, 41.3355585), (1.6836375, 41.3356086), (1.6835831, 41.335589), (1.6832907, 41.3354255), (1.68329, 41.3353967)]"
3549,"(6685578722, 6685578720)","[(1.6837188, 41.3355585), (1.6838965, 41.3354016), (1.6840184, 41.3352921)]"
3550,"(6685578722, 6685578727)","[(1.6837188, 41.3355585), (1.6837289, 41.3356135), (1.6837696, 41.3356428), (1.6837885, 41.3356564)]"
3551,"(6685578727, 1650980404)",
3552,"(6685578727, 6685578717)",
3553,"(6685578727, 6685578722)","[(1.6837885, 41.3356564), (1.6837696, 41.3356428), (1.6837289, 41.3356135), (1.6837188, 41.3355585)]"
3554,"(6685578729, 6685578707)","[(1.68329, 41.3353967), (1.6832462, 41.3353754), (1.6832283, 41.3353667)]"
3555,"(6685578729, 6685578722)","[(1.68329, 41.3353967), (1.6832907, 41.3354255), (1.6835831, 41.335589), (1.6836375, 41.3356086), (1.6837188, 41.3355585)]"
3556,"(6685578729, 6685578718)","[(1.68329, 41.3353967), (1.6833401, 41.3353787), (1.6834097, 41.3353264), (1.6834953, 41.3352659), (1.6835185, 41.3352561), (1.6837391, 41.3352436), (1.6839226, 41.335224), (1.6839288, 41.3352237)]"
3557,"(6685578818, 478839527)",
3558,"(6685578818, 6685578819)",
3559,"(6685578818, 2099886506)","[(1.6830613, 41.3353671), (1.6830153, 41.335409), (1.6829443, 41.3354616), (1.6828732, 41.3354916), (1.6827611, 41.3355065)]"
3560,"(6685578819, 6685578818)",
3561,"(6685578819, 6685578822)","[(1.6829291, 41.3352892), (1.682931, 41.3351907), (1.6828305, 41.335126), (1.6827089, 41.3350836)]"
3562,"(6685578819, 6685578824)","[(1.6829291, 41.3352892), (1.6828898, 41.3353251), (1.6828333, 41.3353704), (1.6826945, 41.3353963)]"
3563,"(6685578822, 6685578824)","[(1.6827089, 41.3350836), (1.6827051, 41.3351684), (1.6826945, 41.3353963)]"
3564,"(6685578822, 6685578819)","[(1.6827089, 41.3350836), (1.6828305, 41.335126), (1.682931, 41.3351907), (1.6829291, 41.3352892)]"
3565,"(6685578822, 6685578831)","[(1.6827089, 41.3350836), (1.6826668, 41.3350311), (1.6825921, 41.3349966), (1.6824275, 41.3349808), (1.6823241, 41.3349664), (1.6823137, 41.3348289)]"
3566,"(6685578824, 6685578819)","[(1.6826945, 41.3353963), (1.6828333, 41.3353704), (1.6828898, 41.3353251), (1.6829291, 41.3352892)]"
3567,"(6685578824, 6685578822)","[(1.6826945, 41.3353963), (1.6827051, 41.3351684), (1.6827089, 41.3350836)]"
3568,"(6685578824, 6685578836)","[(1.6826945, 41.3353963), (1.6825395, 41.3354221), (1.682394, 41.33542)]"
3569,"(6685578831, 2099886479)",
3570,"(6685578831, 478839527)","[(1.6823137, 41.3348289), (1.6823697, 41.33483), (1.6826089, 41.3348745), (1.6828131, 41.3349527), (1.6829743, 41.3350366), (1.6830756, 41.3351093), (1.6831123, 41.3351847), (1.6831215, 41.33526), (1.6830998, 41.335332)]"
3571,"(6685578831, 6685578822)","[(1.6823137, 41.3348289), (1.6823241, 41.3349664), (1.6824275, 41.3349808), (1.6825921, 41.3349966), (1.6826668, 41.3350311), (1.6827089, 41.3350836)]"
3572,"(6685578836, 6685578824)","[(1.682394, 41.33542), (1.6825395, 41.3354221), (1.6826945, 41.3353963)]"
3573,"(6689459384, 1650980408)",
3574,"(6689459384, 2197593394)",
3575,"(6689497072, 386583473)",
3576,"(6689497072, 6689497073)",
3577,"(6689497072, 386507733)","[(1.6914569, 41.3399766), (1.6915492, 41.3398371), (1.691669, 41.3397321)]"
3578,"(6689497072, 4557494478)","[(1.6914569, 41.3399766), (1.6915165, 41.3399849), (1.6916134, 41.3398532), (1.6916332, 41.339848), (1.6916587, 41.339849), (1.6916841, 41.3398561), (1.6918225, 41.3399416), (1.6919711, 41.3400333), (1.692036, 41.3399954), (1.6937372, 41.3410828), (1.6938459, 41.3411156)]"
3579,"(6689497073, 386583473)",
3580,"(6689497073, 6689497072)",
3581,"(6689497073, 386507874)","[(1.6914428, 41.3399747), (1.6914713, 41.3397731), (1.6914692, 41.3396158)]"
3582,"(6689497073, 5079662285)","[(1.6914428, 41.3399747), (1.6913526, 41.3399622), (1.6913141, 41.3399569), (1.6912623, 41.3402457), (1.6911415, 41.3402826)]"
3583,"(6690907528, 2898564129)",
3584,"(6690907528, 2898564140)","[(1.717917, 41.3403516), (1.7179247, 41.3403734), (1.7181486, 41.3412263), (1.7183095, 41.3421366), (1.7183954, 41.3427689), (1.7184276, 41.3436066), (1.7184276, 41.344255), (1.7184391, 41.3444516), (1.7184466, 41.3446896), (1.7184392, 41.3449443), (1.7183996, 41.3456517), (1.7184109, 41.3456949), (1.7184229, 41.3457278), (1.7184452, 41.3457523), (1.7184789, 41.3457684), (1.7185441, 41.3457844), (1.718964, 41.3458377), (1.7191787, 41.3458965)]"
3585,"(6690907528, 2185623978)","[(1.717917, 41.3403516), (1.718046, 41.3403125), (1.7181398, 41.3403235), (1.7183993, 41.340366), (1.7184771, 41.3404107), (1.718547, 41.3404346), (1.7186094, 41.3404618)]"
3586,"(6726292336, 3923853930)",
3587,"(6726292336, 2197594219)","[(1.6877173, 41.3465857), (1.6878312, 41.3465157), (1.6881737, 41.3463103), (1.6882741, 41.3462419), (1.6884953, 41.346125)]"
3588,"(6726292336, 2197593875)","[(1.6877173, 41.3465857), (1.6876943, 41.3465621), (1.6876642, 41.3465369), (1.6875456, 41.3464997), (1.6873722, 41.3464731), (1.6871758, 41.346489), (1.6869829, 41.3465169), (1.6869068, 41.3465581), (1.6868573, 41.3465754), (1.6868095, 41.3465621), (1.6867086, 41.346497), (1.6864007, 41.346412), (1.6863317, 41.3464173), (1.6861707, 41.3464067), (1.6859583, 41.3463522), (1.6858787, 41.346319), (1.6857955, 41.34623), (1.6855955, 41.346129), (1.6852292, 41.345781), (1.6850824, 41.3457198), (1.6849302, 41.3456322), (1.6846081, 41.345591), (1.6844414, 41.3456135)]"
3589,"(6726987108, 3190917753)","[(1.7097081, 41.3477871), (1.7095994, 41.3479951), (1.7090086, 41.3481266), (1.708589, 41.3483439)]"
3590,"(6727581066, 6727581070)","[(1.6914427, 41.3343589), (1.6913879, 41.334368), (1.691241, 41.3343768), (1.6910911, 41.3343547), (1.6910696, 41.3343472)]"
3591,"(6727581066, 6727581070)","[(1.6914427, 41.3343589), (1.6913271, 41.3343327), (1.6912478, 41.3343237), (1.6911423, 41.3343269), (1.6910696, 41.3343472)]"
3592,"(6727581066, 2099863381)","[(1.6914427, 41.3343589), (1.6916406, 41.334326), (1.6917816, 41.334315), (1.6920578, 41.3342819), (1.692193, 41.3342665), (1.6923017, 41.3342819), (1.692384, 41.3343062), (1.6924868, 41.334326), (1.6925867, 41.3343238), (1.6926954, 41.3343613), (1.6928394, 41.3344253), (1.6929189, 41.3345246)]"
3593,"(6727581070, 2334157383)",
3594,"(6727581070, 6727581066)","[(1.6910696, 41.3343472), (1.6910911, 41.3343547), (1.691241, 41.3343768), (1.6913879, 41.334368), (1.6914427, 41.3343589)]"
3595,"(6727581070, 6727581066)","[(1.6910696, 41.3343472), (1.6911423, 41.3343269), (1.6912478, 41.3343237), (1.6913271, 41.3343327), (1.6914427, 41.3343589)]"
3596,"(6727581071, 2334157383)","[(1.6911353, 41.3336646), (1.691028, 41.3337044), (1.6909641, 41.3337283), (1.6909073, 41.3337628), (1.6908658, 41.3338011), (1.6908456, 41.3338474), (1.690937, 41.3343012)]"
3597,"(6731649529, 795816190)",
3598,"(6731649529, 1653465707)",
3599,"(6731649529, 6731649530)",
3600,"(6731649530, 6731649529)",
3601,"(6731649530, 1653465756)","[(1.7063568, 41.3514778), (1.706487, 41.3515683), (1.7071742, 41.3520525)]"
3602,"(6731649530, 2197678708)","[(1.7063568, 41.3514778), (1.7060563, 41.3512687), (1.7058999, 41.3510745), (1.7058344, 41.3510197), (1.7057514, 41.3509084)]"
3603,"(6749734229, 4049286878)",
3604,"(6749734229, 6749734230)",
3605,"(6749734229, 1653465361)","[(1.6976022, 41.3483891), (1.6974744, 41.3483823), (1.69733, 41.3483725)]"
3606,"(6749734230, 6749734229)",
3607,"(6749734231, 1653465485)",
3608,"(6749734231, 6749734232)",
3609,"(6749734231, 1653465597)","[(1.6983674, 41.3491564), (1.6982183, 41.3493472), (1.6980139, 41.349628)]"
3610,"(6749734232, 6749734231)",
3611,"(6751165995, 1653464321)",
3612,"(6751165995, 795816298)",
3613,"(6751165995, 6751166001)",
3614,"(6751165996, 6751166001)","[(1.6977701, 41.3362976), (1.6978552, 41.3362729), (1.6979088, 41.3362255), (1.6979239, 41.3361028), (1.6979321, 41.3360069), (1.6979412, 41.3359798)]"
3615,"(6751166001, 6751165995)",
3616,"(6751166001, 5502014927)","[(1.6979412, 41.3359798), (1.697906, 41.3359821), (1.6977069, 41.3360182), (1.6975883, 41.3360533)]"
3617,"(6751166001, 6751165996)","[(1.6979412, 41.3359798), (1.6979321, 41.3360069), (1.6979239, 41.3361028), (1.6979088, 41.3362255), (1.6978552, 41.3362729), (1.6977701, 41.3362976)]"
3618,"(6973617563, 6973617564)",
3619,"(6973617563, 1650980524)","[(1.7018553, 41.3431137), (1.701733, 41.3431461), (1.7012184, 41.3436585)]"
3620,"(6973617563, 369254748)","[(1.7018553, 41.3431137), (1.7018542, 41.3432486), (1.7018487, 41.3439503)]"
3621,"(6973617563, 489649234)","[(1.7018553, 41.3431137), (1.7018554, 41.3430654), (1.701856, 41.3428155), (1.7018566, 41.3425246), (1.7018539, 41.3424183), (1.7018614, 41.3423476), (1.7018815, 41.3422764)]"
3622,"(6973617564, 1650980511)",
3623,"(6973617564, 6973617563)",
3624,"(6973617564, 795816244)",
3625,"(7014878317, 5317331726)",
3626,"(7141590884, 7141602085)",
3627,"(7141590884, 7141602086)",
3628,"(7141590884, 6630804799)","[(1.7076099, 41.3580842), (1.7075333, 41.3580194), (1.7074392, 41.3579305)]"
3629,"(7141590884, 6630804820)","[(1.7076099, 41.3580842), (1.7075998, 41.3580378), (1.7075088, 41.357959), (1.7075116, 41.3578878)]"
3630,"(7141602085, 7141590884)",
3631,"(7141602085, 7141602086)",
3632,"(7141602085, 6630804803)","[(1.7076325, 41.3581032), (1.7077292, 41.3581849), (1.7077939, 41.3582281)]"
3633,"(7141602085, 6630804804)","[(1.7076325, 41.3581032), (1.7076855, 41.3581153), (1.7077765, 41.3581862), (1.7078437, 41.3581949)]"
3634,"(7141602086, 7141602085)",
3635,"(7141602086, 7141590884)",
3636,"(7141602086, 6630804809)","[(1.7076132, 41.3580988), (1.70757, 41.358089), (1.7075053, 41.3581035), (1.7074598, 41.358135)]"
3637,"(7141602086, 6630804815)","[(1.7076132, 41.3580988), (1.7076225, 41.3581415), (1.7075578, 41.3582505), (1.7075665, 41.3583398)]"
3638,"(7141602087, 7141602088)",
3639,"(7141602087, 6630804825)",
3640,"(7141602087, 7141602089)",
3641,"(7141602087, 6630804826)","[(1.7071263, 41.3568954), (1.7071415, 41.3568285), (1.707103, 41.3566631), (1.7071325, 41.3565954)]"
3642,"(7141602088, 7141602089)",
3643,"(7141602088, 7141602087)",
3644,"(7141602088, 2197678985)","[(1.7071254, 41.3568997), (1.7070482, 41.3568289), (1.7069446, 41.3567949), (1.7068035, 41.3567702)]"
3645,"(7141602088, 2087557090)","[(1.7071254, 41.3568997), (1.7071155, 41.3569432), (1.7070481, 41.3569679), (1.7069732, 41.3569782), (1.7068799, 41.3569746)]"
3646,"(7141602089, 7141602088)",
3647,"(7141602089, 7141602087)",
3648,"(7141602089, 6630804829)","[(1.7071284, 41.3569032), (1.7071607, 41.3569402), (1.7072097, 41.3571095), (1.7072601, 41.3571281)]"
3649,"(7141602089, 1540591175)","[(1.7071284, 41.3569032), (1.707173, 41.3570728), (1.707243, 41.3573927)]"
3650,"(7141602090, 5476720295)",
3651,"(7141602090, 795816283)","[(1.7028207, 41.3407832), (1.702768, 41.3408624), (1.7026289, 41.3410791), (1.7024993, 41.3412469)]"
3652,"(7141602090, 369254775)","[(1.7028207, 41.3407832), (1.7028471, 41.3407436), (1.7028564, 41.3406555)]"
3653,"(7141602090, 5476711831)","[(1.7028207, 41.3407832), (1.7027737, 41.3407884), (1.7026992, 41.3408615)]"
3654,"(7141602091, 2197419957)","[(1.7038919, 41.338559), (1.70389, 41.3385934), (1.7039005, 41.3386521)]"
3655,"(7141602091, 1653464439)","[(1.7038919, 41.338559), (1.7038934, 41.3385323), (1.7039513, 41.3384412), (1.703956, 41.3379887)]"
3656,"(7141602091, 2102849809)","[(1.7038919, 41.338559), (1.7039541, 41.3385813), (1.7040687, 41.3386243), (1.704152, 41.3386683)]"
3657,"(7141602091, 5476720387)","[(1.7038919, 41.338559), (1.7038556, 41.338546), (1.7037799, 41.3385366), (1.7037419, 41.3385384)]"
3658,"(7141602092, 2197419957)",
3659,"(7141602092, 795816327)","[(1.7038202, 41.3386233), (1.7037513, 41.3385986), (1.7035745, 41.3385464)]"
3660,"(7141602092, 5476720390)","[(1.7038202, 41.3386233), (1.7038384, 41.3386536), (1.7038258, 41.3387302), (1.7038189, 41.3387629)]"
3661,"(7141602092, 5476720387)","[(1.7038202, 41.3386233), (1.703796, 41.338583), (1.7037419, 41.3385384)]"
3662,"(7146155381, 2199277405)","[(1.6861264, 41.3601262), (1.6859383, 41.3603021), (1.6858173, 41.3603974), (1.685142, 41.360803), (1.6844535, 41.3611174)]"
3663,"(7146155381, 8128870298)","[(1.6861264, 41.3601262), (1.686377, 41.3598953), (1.6865154, 41.3597582), (1.6866047, 41.3596579), (1.6868436, 41.3592892), (1.6871386, 41.3589066), (1.6872268, 41.3587763), (1.6874247, 41.3585706), (1.6874971, 41.358495)]"
3664,"(7146155381, 7146183687)","[(1.6861264, 41.3601262), (1.6858865, 41.3599662), (1.6855493, 41.3596881), (1.685276, 41.3595536), (1.6850756, 41.3594031), (1.6848781, 41.3592139), (1.6847384, 41.3591911)]"
3665,"(7146183687, 7146155381)","[(1.6847384, 41.3591911), (1.6848781, 41.3592139), (1.6850756, 41.3594031), (1.685276, 41.3595536), (1.6855493, 41.3596881), (1.6858865, 41.3599662), (1.6861264, 41.3601262)]"
3666,"(7281810721, 3060822698)","[(1.7143259, 41.3314755), (1.714202, 41.3314969), (1.7140845, 41.3315385), (1.7140552, 41.3315647), (1.714042, 41.3316051), (1.7140531, 41.3316737), (1.7143566, 41.3323856)]"
3667,"(7281810721, 7281810753)","[(1.7143259, 41.3314755), (1.7145861, 41.3315283), (1.7146262, 41.3315365), (1.7146643, 41.3315386), (1.7147141, 41.3315345), (1.7147599, 41.3315166)]"
3668,"(7281810721, 7281810729)","[(1.7143259, 41.3314755), (1.7143428, 41.3314675), (1.7143993, 41.3314376), (1.7144502, 41.3314087), (1.7144702, 41.3313902), (1.7144872, 41.3313647), (1.714521, 41.3313242), (1.7145596, 41.3312698), (1.7145688, 41.3312502), (1.7145895, 41.3312198)]"
3669,"(7281810729, 7281810753)","[(1.7145895, 41.3312198), (1.7145935, 41.3312343), (1.7146153, 41.331307), (1.7146452, 41.3313737), (1.7146849, 41.3314335), (1.7147237, 41.3314835), (1.7147498, 41.3315106), (1.7147599, 41.3315166)]"
3670,"(7281810729, 7281810721)","[(1.7145895, 41.3312198), (1.7145688, 41.3312502), (1.7145596, 41.3312698), (1.714521, 41.3313242), (1.7144872, 41.3313647), (1.7144702, 41.3313902), (1.7144502, 41.3314087), (1.7143993, 41.3314376), (1.7143428, 41.3314675), (1.7143259, 41.3314755)]"
3671,"(7281810753, 7281810729)","[(1.7147599, 41.3315166), (1.7147498, 41.3315106), (1.7147237, 41.3314835), (1.7146849, 41.3314335), (1.7146452, 41.3313737), (1.7146153, 41.331307), (1.7145935, 41.3312343), (1.7145895, 41.3312198)]"
3672,"(7281810753, 3060858170)","[(1.7147599, 41.3315166), (1.7148047, 41.3315379), (1.7148534, 41.3315508), (1.7153151, 41.3316283)]"
3673,"(7281810753, 3060822698)","[(1.7147599, 41.3315166), (1.7147166, 41.3315519), (1.7147027, 41.3315642), (1.7146939, 41.3315788), (1.7146813, 41.3316044), (1.7146754, 41.3316368), (1.7146655, 41.3316595), (1.7146591, 41.3316832), (1.7146691, 41.3317096), (1.7146683, 41.3317308), (1.7146625, 41.3317446), (1.7146422, 41.3317666), (1.7146324, 41.3317798), (1.7146277, 41.3317939), (1.7146307, 41.3318313), (1.7146414, 41.3318628), (1.7146631, 41.3318972), (1.7146644, 41.331911), (1.714659, 41.3319597), (1.7146629, 41.3319806), (1.7146648, 41.3320015), (1.7146543, 41.3320407), (1.7146325, 41.3320883), (1.7146317, 41.3321028), (1.7146262, 41.3321102), (1.7145982, 41.3321236), (1.7145489, 41.3322118), (1.7145358, 41.3322138), (1.7145268, 41.3322204), (1.7145157, 41.3322678), (1.7145036, 41.3322926), (1.7144844, 41.3323175), (1.7143566, 41.3323856)]"
3674,"(7281810753, 7281810721)","[(1.7147599, 41.3315166), (1.7147141, 41.3315345), (1.7146643, 41.3315386), (1.7146262, 41.3315365), (1.7145861, 41.3315283), (1.7143259, 41.3314755)]"
3675,"(7282517095, 2099863371)","[(1.6976738, 41.3335857), (1.6975794, 41.3336328), (1.6974777, 41.3337198), (1.6973835, 41.3337851), (1.697305, 41.3338419), (1.6972264, 41.3338804), (1.6971242, 41.3339177), (1.6970348, 41.3339243), (1.6969433, 41.3339248), (1.6959179, 41.3338923), (1.6958313, 41.3338802), (1.6957631, 41.3338558), (1.6956977, 41.3338087), (1.6956378, 41.3337554), (1.695526, 41.333619), (1.6954481, 41.3334963), (1.6954068, 41.3334271), (1.6953655, 41.3333736)]"
3676,"(7282517095, 2099825290)","[(1.6976738, 41.3335857), (1.6977475, 41.3333558), (1.6979855, 41.3324706), (1.6979975, 41.3324177)]"
3677,"(7282517095, 489649203)","[(1.6976738, 41.3335857), (1.6976078, 41.3337913), (1.6974674, 41.3342452), (1.6972976, 41.3348856)]"
3678,"(7504399452, 2183325902)","[(1.7176488, 41.3430387), (1.7176614, 41.3431492), (1.7176973, 41.3434816), (1.7177155, 41.3436439), (1.7177591, 41.3437656), (1.717781, 41.3438265), (1.717778, 41.3438979), (1.717723, 41.3447214), (1.717719, 41.3448973), (1.7176974, 41.3450838), (1.7176881, 41.3452955), (1.7176611, 41.3454461), (1.7176475, 41.3455403), (1.7176276, 41.3455909), (1.7175992, 41.3456386), (1.7175608, 41.3456696), (1.7175208, 41.3456949), (1.7174778, 41.345711), (1.7173837, 41.3457223), (1.7172543, 41.3457243), (1.7171402, 41.3457387), (1.7169559, 41.3457706), (1.7168457, 41.3458008), (1.7167539, 41.3458321), (1.7166588, 41.3458835), (1.7165966, 41.3459225), (1.7165359, 41.3459685), (1.7165066, 41.3460283)]"
3679,"(7504399452, 2898564141)","[(1.7176488, 41.3430387), (1.717519, 41.3419592), (1.7173114, 41.3409774), (1.7171574, 41.3403562)]"
3680,"(7504399452, 2334638078)","[(1.7176488, 41.3430387), (1.717475, 41.3430988), (1.7173299, 41.3431586), (1.7172184, 41.3431984), (1.7171282, 41.343237), (1.7170415, 41.3432808), (1.7169371, 41.3433339), (1.7168739, 41.3433796)]"
3681,"(7504399481, 2201745064)","[(1.7134814, 41.3513246), (1.7135342, 41.3513423), (1.7140952, 41.3513532), (1.7144777, 41.3513963), (1.7147772, 41.3514451), (1.7148964, 41.3514711), (1.7149954, 41.3515032), (1.7154048, 41.3517552), (1.7157891, 41.3519302), (1.7161716, 41.3523362), (1.7164411, 41.3526671), (1.7166688, 41.3528722), (1.7168254, 41.3529747), (1.7174046, 41.3531306), (1.7177416, 41.3532058), (1.7184701, 41.3532673), (1.7187943, 41.3533384), (1.7195192, 41.3536474), (1.7203318, 41.3540404), (1.7203898, 41.3540685), (1.7212018, 41.3542732)]"
3682,"(7504399481, 2201745003)","[(1.7134814, 41.3513246), (1.7134285, 41.3512795), (1.7133228, 41.3511465), (1.7131346, 41.3508577), (1.7130954, 41.350704), (1.71305, 41.3505777), (1.7128772, 41.3505149), (1.7127831, 41.3504665)]"
3683,"(7504399481, 9144530057)","[(1.7134814, 41.3513246), (1.7135402, 41.3514591), (1.713665, 41.3515551), (1.7136927, 41.3516337), (1.7137327, 41.3517863), (1.7136757, 41.3519402), (1.7136018, 41.3520812), (1.7133646, 41.3523715), (1.7131042, 41.3527115), (1.7128901, 41.3529728), (1.7127576, 41.3531995), (1.7126713, 41.353425), (1.7126652, 41.3536262), (1.712716, 41.3539384), (1.712773, 41.3541974), (1.7127899, 41.3543015), (1.7128238, 41.354416), (1.7127268, 41.3545756), (1.7126975, 41.3546554), (1.7127206, 41.3547444), (1.7128374, 41.3548207), (1.7129696, 41.3548461)]"
3684,"(7514984087, 2203382883)","[(1.714736, 41.34134), (1.7146855, 41.3413635), (1.7146639, 41.3413789), (1.7146493, 41.3413984), (1.7146196, 41.3414458), (1.7145774, 41.341533), (1.7145294, 41.3416558), (1.714497, 41.3416999), (1.7144525, 41.3417445), (1.714358, 41.3418221), (1.714232, 41.341905), (1.7141319, 41.3419535), (1.7140226, 41.3419974), (1.7138816, 41.3420483), (1.7138053, 41.3420702), (1.713733, 41.342091), (1.712917, 41.3422974), (1.7126102, 41.3423907), (1.7124762, 41.3424383), (1.7115892, 41.3428677), (1.7114745, 41.3429183), (1.71097, 41.3431302), (1.710861, 41.3431879), (1.7107641, 41.3432669), (1.7107162, 41.3433168), (1.7106784, 41.3433667), (1.7106386, 41.3434428), (1.7106135, 41.3435066)]"
3685,"(7514984087, 2203382867)","[(1.714736, 41.34134), (1.7149241, 41.3412527), (1.7159405, 41.340744), (1.7159771, 41.340721), (1.7160029, 41.3406979), (1.7160619, 41.340645), (1.7164942, 41.3404596), (1.7166508, 41.340316), (1.7166717, 41.340306)]"
3686,"(7514984087, 7514984111)","[(1.714736, 41.34134), (1.7146283, 41.3413178), (1.7145545, 41.3413067), (1.7145143, 41.3412805), (1.7144835, 41.3412684), (1.7144365, 41.3412614), (1.7143574, 41.3412614), (1.7139859, 41.3412976), (1.7136614, 41.3413182), (1.7135021, 41.341335), (1.7132761, 41.341368), (1.7131616, 41.3413868), (1.7130077, 41.3414027), (1.7128112, 41.3414413), (1.7125971, 41.3415037), (1.7124662, 41.3415529), (1.7123458, 41.341602), (1.7120763, 41.3417135), (1.7119592, 41.3417644), (1.7118884, 41.3417875), (1.7118468, 41.3417979), (1.7118052, 41.3418025), (1.7117534, 41.3417928), (1.7117125, 41.3417671), (1.7115938, 41.3416508)]"
3687,"(7514984111, 7514984087)","[(1.7115938, 41.3416508), (1.7117125, 41.3417671), (1.7117534, 41.3417928), (1.7118052, 41.3418025), (1.7118468, 41.3417979), (1.7118884, 41.3417875), (1.7119592, 41.3417644), (1.7120763, 41.3417135), (1.7123458, 41.341602), (1.7124662, 41.3415529), (1.7125971, 41.3415037), (1.7128112, 41.3414413), (1.7130077, 41.3414027), (1.7131616, 41.3413868), (1.7132761, 41.341368), (1.7135021, 41.341335), (1.7136614, 41.3413182), (1.7139859, 41.3412976), (1.7143574, 41.3412614), (1.7144365, 41.3412614), (1.7144835, 41.3412684), (1.7145143, 41.3412805), (1.7145545, 41.3413067), (1.7146283, 41.3413178), (1.714736, 41.34134)]"
3688,"(7578501602, 2202285586)",
3689,"(7578501602, 8629900876)",
3690,"(7578501602, 2202285575)","[(1.7199678, 41.3625711), (1.7200221, 41.3624862), (1.7202394, 41.3622003)]"
3691,"(7838120409, 7838120410)",
3692,"(7838120409, 7838120412)",
3693,"(7838120409, 7838120417)","[(1.6852783, 41.3351365), (1.6851833, 41.3352059), (1.6851585, 41.335224)]"
3694,"(7838120410, 7838120409)",
3695,"(7838120410, 7838120411)",
3696,"(7838120410, 7838120413)","[(1.6855845, 41.3353231), (1.6854863, 41.3354027), (1.6854628, 41.3354215)]"
3697,"(7838120411, 7838120412)",
3698,"(7838120411, 7838120412)","[(1.6856963, 41.3352325), (1.685818, 41.3351339), (1.6856061, 41.3349627), (1.6854653, 41.335), (1.6853993, 41.3350481)]"
3699,"(7838120411, 7838120410)",
3700,"(7838120412, 7838120411)",
3701,"(7838120412, 7838120411)","[(1.6853993, 41.3350481), (1.6854653, 41.335), (1.6856061, 41.3349627), (1.685818, 41.3351339), (1.6856963, 41.3352325)]"
3702,"(7838120412, 7838120409)",
3703,"(7838120413, 7838120417)",
3704,"(7838120413, 1650980402)","[(1.6854628, 41.3354215), (1.6856483, 41.3355414), (1.6867418, 41.336255)]"
3705,"(7838120413, 7838120410)","[(1.6854628, 41.3354215), (1.6854863, 41.3354027), (1.6855845, 41.3353231)]"
3706,"(7838120417, 7838120413)",
3707,"(7838120417, 7838120409)","[(1.6851585, 41.335224), (1.6851833, 41.3352059), (1.6852783, 41.3351365)]"
3708,"(7981637598, 2710503456)",
3709,"(7981637598, 1743250071)","[(1.7232151, 41.3507602), (1.7231711, 41.3507418), (1.7231214, 41.3507158), (1.7230741, 41.3506873), (1.7230359, 41.3506564), (1.72299, 41.350614), (1.7229567, 41.3505758), (1.7229111, 41.3505171)]"
3710,"(7981637598, 7981637605)","[(1.7232151, 41.3507602), (1.7233142, 41.3507506), (1.7235343, 41.3507622), (1.7236789, 41.3507725)]"
3711,"(7981637601, 2202285301)",
3712,"(7981637601, 2710503456)",
3713,"(7981637601, 7981637605)","[(1.7243893, 41.3510416), (1.7242865, 41.3509445), (1.7241773, 41.350894), (1.7240446, 41.350853), (1.7236789, 41.3507725)]"
3714,"(7981637605, 2182227056)","[(1.7236789, 41.3507725), (1.7236434, 41.350752), (1.723608, 41.3507342), (1.7232787, 41.3506577), (1.7232087, 41.3506366), (1.7231659, 41.3506181), (1.7231323, 41.3505922), (1.7231032, 41.3505656), (1.7230804, 41.3505294), (1.7230422, 41.3504229), (1.7229622, 41.3503041), (1.7229058, 41.3502221), (1.7227748, 41.3496486), (1.7227275, 41.3494206), (1.7227014, 41.3491916)]"
3715,"(7981637605, 7981637601)","[(1.7236789, 41.3507725), (1.7240446, 41.350853), (1.7241773, 41.350894), (1.7242865, 41.3509445), (1.7243893, 41.3510416)]"
3716,"(7981637605, 7981637598)","[(1.7236789, 41.3507725), (1.7235343, 41.3507622), (1.7233142, 41.3507506), (1.7232151, 41.3507602)]"
3717,"(7995297575, 8227534596)",
3718,"(7995297575, 7995297575)","[(1.6869867, 41.3446571), (1.6870631, 41.3448325), (1.6873415, 41.3447583), (1.6872571, 41.3445883), (1.6869867, 41.3446571)]"
