,edgeid,coords
2612,"(2197678885, 2197678878)","[(1.7117217, 41.353733), (1.7118052, 41.3537722), (1.7118678, 41.353797), (1.7119321, 41.3538074), (1.712026, 41.3538074), (1.7121617, 41.3537826), (1.712233, 41.3537565), (1.7123025, 41.3537069), (1.7123823, 41.3536394)]"
2613,"(2197678885, 2197678704)","[(1.7117217, 41.353733), (1.71122, 41.3531173), (1.7106965, 41.3524999), (1.710053, 41.3517231), (1.7100209, 41.3516611), (1.7100366, 41.3515776), (1.7101131, 41.351494), (1.7103426, 41.3513191), (1.7108913, 41.3509232)]"
2614,"(2197678885, 2197678932)","[(1.7117217, 41.353733), (1.7117799, 41.3539319), (1.7118578, 41.3540781), (1.7119438, 41.3541981), (1.7120569, 41.3543143), (1.7121873, 41.3544663), (1.712855, 41.3551568), (1.7129922, 41.3552758)]"
2615,"(2197678927, 2197678878)","[(1.7115782, 41.3546478), (1.7121979, 41.3543378), (1.7122553, 41.354296), (1.7123092, 41.3542203), (1.7123805, 41.3541068), (1.7124136, 41.3539919), (1.7124136, 41.3538496), (1.7123823, 41.3536394)]"
2616,"(2197678932, 2202285351)","[(1.7129922, 41.3552758), (1.7130823, 41.3552396), (1.7131663, 41.3551942), (1.713183, 41.3551597), (1.7131876, 41.3551069), (1.7131804, 41.3550576), (1.7131567, 41.35497), (1.7131148, 41.3548732), (1.7129585, 41.3547031)]"
2617,"(2197678932, 2197678885)","[(1.7129922, 41.3552758), (1.712855, 41.3551568), (1.7121873, 41.3544663), (1.7120569, 41.3543143), (1.7119438, 41.3541981), (1.7118578, 41.3540781), (1.7117799, 41.3539319), (1.7117217, 41.353733)]"
2618,"(2197678932, 8128870287)","[(1.7129922, 41.3552758), (1.7135511, 41.3557752), (1.7139507, 41.3561032), (1.7141423, 41.3562427), (1.7143012, 41.3563331), (1.7144251, 41.3563637), (1.7144941, 41.3563754), (1.7145817, 41.3563802), (1.7147318, 41.3563513), (1.7149332, 41.356289), (1.7150886, 41.3562592), (1.7152662, 41.3562773), (1.7153761, 41.3563489)]"
2619,"(2197678985, 386585854)",
2620,"(2197678985, 6630804825)","[(1.7068035, 41.3567702), (1.706907, 41.3567396), (1.7069822, 41.3566867), (1.707023, 41.3566149), (1.7070355, 41.3565501)]"
2621,"(2197678985, 7141602088)","[(1.7068035, 41.3567702), (1.7069446, 41.3567949), (1.7070482, 41.3568289), (1.7071254, 41.3568997)]"
2622,"(2197679013, 2201745242)",
2623,"(2197679013, 2197679015)","[(1.7159985, 41.3657308), (1.7161487, 41.3658084), (1.7162436, 41.3658349), (1.7164503, 41.3658363)]"
2624,"(2197679015, 1765432221)","[(1.7164503, 41.3658363), (1.716579, 41.3658122), (1.7167116, 41.3658117)]"
2625,"(2197679015, 2197679013)","[(1.7164503, 41.3658363), (1.7162436, 41.3658349), (1.7161487, 41.3658084), (1.7159985, 41.3657308)]"
2626,"(2197679025, 2201745295)",
2627,"(2197679025, 1765432226)","[(1.7173822, 41.3667145), (1.7172972, 41.3666478), (1.7172269, 41.3665585), (1.7171839, 41.3664544), (1.7171704, 41.3663346)]"
2628,"(2199213086, 3443334001)","[(1.6833718, 41.3600126), (1.6833633, 41.3600009), (1.6833574, 41.3599886), (1.6833325, 41.3599711), (1.6831064, 41.3598085)]"
2629,"(2199213086, 3131233529)","[(1.6833718, 41.3600126), (1.6833891, 41.3599445), (1.6834491, 41.3598632)]"
2630,"(2199275642, 2197594327)","[(1.6765614, 41.3460975), (1.6768156, 41.3461001), (1.6774206, 41.3461932), (1.678439, 41.3463653), (1.6787204, 41.346427), (1.6789726, 41.3464584), (1.6791086, 41.3464315), (1.6791859, 41.3464041), (1.6793072, 41.3463835)]"
2631,"(2199275642, 2201681602)","[(1.6765614, 41.3460975), (1.6757033, 41.3460888), (1.6753538, 41.3460352), (1.6735876, 41.3458575), (1.6722776, 41.3456735)]"
2632,"(2199277405, 2639193890)",
2633,"(2199277405, 7146155381)","[(1.6844535, 41.3611174), (1.685142, 41.360803), (1.6858173, 41.3603974), (1.6859383, 41.3603021), (1.6861264, 41.3601262)]"
2634,"(2199277405, 2201745148)","[(1.6844535, 41.3611174), (1.6846673, 41.3612468), (1.6856162, 41.3618154), (1.6860642, 41.3620492), (1.6862974, 41.3621367)]"
2635,"(2201681577, 2334153064)",
2636,"(2201681577, 2201681595)","[(1.6739787, 41.3386752), (1.6740208, 41.338867), (1.6734361, 41.3393988), (1.673418, 41.3394568), (1.6738688, 41.3399577), (1.6749275, 41.3411142), (1.6744088, 41.3416595)]"
2637,"(2201681577, 2099886551)","[(1.6739787, 41.3386752), (1.6710486, 41.3385386), (1.669862, 41.3384797)]"
2638,"(2201681583, 4049259010)",
2639,"(2201681583, 1650980491)",
2640,"(2201681583, 2099886571)","[(1.6858562, 41.3396038), (1.6861008, 41.339864), (1.6867062, 41.340392), (1.6874993, 41.3410416)]"
2641,"(2201681584, 2201681594)","[(1.6826284, 41.3396188), (1.6825355, 41.3397027), (1.6822805, 41.3399445), (1.6815387, 41.3407509), (1.6811678, 41.3411415), (1.6808793, 41.3411841), (1.6807273, 41.3412402)]"
2642,"(2201681584, 1650980493)","[(1.6826284, 41.3396188), (1.6828596, 41.3396494), (1.6832915, 41.3396425), (1.6842383, 41.3396306)]"
2643,"(2201681584, 2334153079)","[(1.6826284, 41.3396188), (1.6825888, 41.3396136), (1.6823565, 41.3395483), (1.6822008, 41.3394884), (1.6819704, 41.3393689), (1.681759, 41.3392512), (1.6814156, 41.3391043), (1.6810878, 41.3390144)]"
2644,"(2201681594, 2201681584)","[(1.6807273, 41.3412402), (1.6808793, 41.3411841), (1.6811678, 41.3411415), (1.6815387, 41.3407509), (1.6822805, 41.3399445), (1.6825355, 41.3397027), (1.6826284, 41.3396188)]"
2645,"(2201681595, 2334419180)","[(1.6744088, 41.3416595), (1.6740765, 41.3415731), (1.6737402, 41.3415011), (1.6733825, 41.3414492), (1.6726143, 41.3412168)]"
2646,"(2201681595, 2099886614)","[(1.6744088, 41.3416595), (1.6747873, 41.3417476), (1.675716, 41.3419302), (1.6758853, 41.341994), (1.676044, 41.3420799), (1.6763375, 41.3422727), (1.6765344, 41.342375), (1.6772332, 41.3426723), (1.6776319, 41.3428334), (1.6777006, 41.3428697), (1.6777418, 41.3429196)]"
2647,"(2201681595, 2201681577)","[(1.6744088, 41.3416595), (1.6749275, 41.3411142), (1.6738688, 41.3399577), (1.673418, 41.3394568), (1.6734361, 41.3393988), (1.6740208, 41.338867), (1.6739787, 41.3386752)]"
2648,"(2201681596, 2099886558)","[(1.6652305, 41.3417964), (1.6652153, 41.3417528), (1.6650177, 41.3414612), (1.6649611, 41.3413854), (1.6649139, 41.3413111), (1.6646779, 41.3408972), (1.6645836, 41.340713), (1.6645082, 41.3405963), (1.6644448, 41.3405234), (1.6643814, 41.3404584), (1.6641683, 41.3402274), (1.6640898, 41.3401049), (1.6640624, 41.340031), (1.664052, 41.3399386)]"
2649,"(2201681596, 1783087224)","[(1.6652305, 41.3417964), (1.665258, 41.3418972), (1.6652637, 41.3419919), (1.6652404, 41.3423483), (1.6652447, 41.3428938), (1.6652328, 41.3431818), (1.665224, 41.3434707)]"
2650,"(2201681596, 2099886583)","[(1.6652305, 41.3417964), (1.6653006, 41.3417722), (1.665655, 41.3417005), (1.6659616, 41.3416387), (1.6660681, 41.341628), (1.6661874, 41.3416582), (1.6662974, 41.3417046), (1.6664671, 41.3417444), (1.6665925, 41.341756), (1.6671296, 41.3417344), (1.6677828, 41.3416881), (1.66868, 41.3416327), (1.669119, 41.3416009), (1.6701317, 41.3415052), (1.6703629, 41.3414834)]"
2651,"(2201681602, 2199275642)","[(1.6722776, 41.3456735), (1.6735876, 41.3458575), (1.6753538, 41.3460352), (1.6757033, 41.3460888), (1.6765614, 41.3460975)]"
2652,"(2201681602, 2099886665)","[(1.6722776, 41.3456735), (1.6714794, 41.3455613), (1.6705475, 41.345471), (1.6698711, 41.3452763), (1.6688694, 41.345043)]"
2653,"(2201681602, 2201681608)","[(1.6722776, 41.3456735), (1.6722701, 41.3457756), (1.6717395, 41.3465259), (1.6717679, 41.346611), (1.6721233, 41.3467367)]"
2654,"(2201681608, 2201681602)","[(1.6721233, 41.3467367), (1.6717679, 41.346611), (1.6717395, 41.3465259), (1.6722701, 41.3457756), (1.6722776, 41.3456735)]"
2655,"(2201745003, 2197678826)","[(1.7127831, 41.3504665), (1.7128402, 41.350553), (1.712879, 41.3506512), (1.7129057, 41.3507464), (1.7129256, 41.3508966), (1.7129617, 41.3510163), (1.7130453, 41.3512544), (1.7132396, 41.3515342), (1.7132913, 41.3516383), (1.7133185, 41.3517394), (1.7133355, 41.351956), (1.7132617, 41.3521628), (1.7130699, 41.3523825), (1.7127484, 41.3527186)]"
2656,"(2201745003, 2197678657)","[(1.7127831, 41.3504665), (1.7125627, 41.3501998), (1.7123849, 41.35), (1.7122659, 41.3498662)]"
2657,"(2201745003, 7504399481)","[(1.7127831, 41.3504665), (1.7128772, 41.3505149), (1.71305, 41.3505777), (1.7130954, 41.350704), (1.7131346, 41.3508577), (1.7133228, 41.3511465), (1.7134285, 41.3512795), (1.7134814, 41.3513246)]"
2658,"(2201745008, 603279251)","[(1.7157394, 41.3501622), (1.7161202, 41.3503067), (1.7162419, 41.3503416), (1.716564, 41.3504156), (1.716661, 41.3504418), (1.7167645, 41.3504818), (1.7169358, 41.3506012), (1.7172311, 41.3503694), (1.7173671, 41.3502938), (1.7175753, 41.3502177), (1.7176357, 41.350191), (1.7176919, 41.3501507), (1.7177401, 41.3500977), (1.7177728, 41.3500393), (1.7177845, 41.3499861), (1.7177875, 41.3499323), (1.717783, 41.3498907), (1.7177623, 41.3498404), (1.7177236, 41.3497907), (1.7176792, 41.3497497), (1.7176155, 41.3497027), (1.7175517, 41.3496663), (1.7174696, 41.3496293), (1.7173604, 41.3495909), (1.7172576, 41.3495642), (1.7168195, 41.3494833)]"
2659,"(2201745018, 2201745064)","[(1.7164675, 41.3513401), (1.716756, 41.3515431), (1.7172196, 41.3518022), (1.7179305, 41.3521734), (1.718729, 41.3525524), (1.7191618, 41.352796), (1.7194245, 41.3528676), (1.7199603, 41.3532698), (1.7207124, 41.3537551), (1.7211219, 41.3540606), (1.7212018, 41.3542732)]"
2660,"(2201745031, 2201745081)","[(1.6838919, 41.3527888), (1.6838154, 41.3528353), (1.6835768, 41.3530554), (1.6830613, 41.3535216), (1.6827371, 41.3537677), (1.6820778, 41.3540699), (1.6814931, 41.3544732), (1.6809048, 41.3549189), (1.6806298, 41.3551294), (1.6803566, 41.3555997), (1.6802291, 41.3557241)]"
2661,"(2201745031, 361495257)","[(1.6838919, 41.3527888), (1.6840659, 41.3526196), (1.6845072, 41.3522707), (1.6848987, 41.3519317), (1.6853113, 41.3515928), (1.6855112, 41.3514111), (1.6857995, 41.3511019), (1.6858889, 41.3509713), (1.6859145, 41.3508859)]"
2662,"(2201745031, 2201745067)","[(1.6838919, 41.3527888), (1.6838514, 41.3528684), (1.6838357, 41.3529387), (1.6838212, 41.3532002), (1.6838289, 41.3534205), (1.6838465, 41.3534867), (1.6838801, 41.3535343), (1.6839454, 41.3536255), (1.6843042, 41.3539769), (1.6847341, 41.3542749), (1.685006, 41.3544519)]"
2663,"(2201745064, 7504399481)","[(1.7212018, 41.3542732), (1.7203898, 41.3540685), (1.7203318, 41.3540404), (1.7195192, 41.3536474), (1.7187943, 41.3533384), (1.7184701, 41.3532673), (1.7177416, 41.3532058), (1.7174046, 41.3531306), (1.7168254, 41.3529747), (1.7166688, 41.3528722), (1.7164411, 41.3526671), (1.7161716, 41.3523362), (1.7157891, 41.3519302), (1.7154048, 41.3517552), (1.7149954, 41.3515032), (1.7148964, 41.3514711), (1.7147772, 41.3514451), (1.7144777, 41.3513963), (1.7140952, 41.3513532), (1.7135342, 41.3513423), (1.7134814, 41.3513246)]"
2664,"(2201745064, 2201745018)","[(1.7212018, 41.3542732), (1.7211219, 41.3540606), (1.7207124, 41.3537551), (1.7199603, 41.3532698), (1.7194245, 41.3528676), (1.7191618, 41.352796), (1.718729, 41.3525524), (1.7179305, 41.3521734), (1.7172196, 41.3518022), (1.716756, 41.3515431), (1.7164675, 41.3513401)]"
2665,"(2201745067, 2201745031)","[(1.685006, 41.3544519), (1.6847341, 41.3542749), (1.6843042, 41.3539769), (1.6839454, 41.3536255), (1.6838801, 41.3535343), (1.6838465, 41.3534867), (1.6838289, 41.3534205), (1.6838212, 41.3532002), (1.6838357, 41.3529387), (1.6838514, 41.3528684), (1.6838919, 41.3527888)]"
2666,"(2201745067, 2099886763)","[(1.685006, 41.3544519), (1.6852373, 41.3541743), (1.6856863, 41.3537933), (1.6862151, 41.3533804), (1.6865345, 41.3531221), (1.6868862, 41.3528679), (1.6872642, 41.3526183), (1.6876155, 41.352411), (1.6880391, 41.3521802), (1.6881415, 41.3520982)]"
2667,"(2201745067, 2099886824)","[(1.685006, 41.3544519), (1.6847802, 41.3547228), (1.684472, 41.3550579), (1.6842351, 41.3553346), (1.6841309, 41.3554442), (1.6835499, 41.3559495), (1.6829946, 41.3564202), (1.6828961, 41.3564691), (1.682855, 41.3564915), (1.6828245, 41.3565179)]"
2668,"(2201745081, 2201745031)","[(1.6802291, 41.3557241), (1.6803566, 41.3555997), (1.6806298, 41.3551294), (1.6809048, 41.3549189), (1.6814931, 41.3544732), (1.6820778, 41.3540699), (1.6827371, 41.3537677), (1.6830613, 41.3535216), (1.6835768, 41.3530554), (1.6838154, 41.3528353), (1.6838919, 41.3527888)]"
2669,"(2201745081, 3131231931)","[(1.6802291, 41.3557241), (1.679894, 41.355842), (1.679588, 41.355917), (1.679282, 41.3559922), (1.6789231, 41.3561312), (1.6788149, 41.3561627), (1.6786681, 41.3561741)]"
2670,"(2201745081, 2099886824)","[(1.6802291, 41.3557241), (1.6802843, 41.3558328), (1.680423, 41.3559137), (1.6805493, 41.355916), (1.6808204, 41.3559831), (1.6814736, 41.3561519), (1.6816739, 41.3561913), (1.6818433, 41.3562606), (1.6823363, 41.356337), (1.6825674, 41.3563901), (1.6827307, 41.3564503), (1.6828245, 41.3565179)]"
2671,"(2201745126, 8059743849)","[(1.6963658, 41.3611915), (1.6962655, 41.3612746), (1.6956957, 41.3616968), (1.6953843, 41.3619919), (1.6953355, 41.3620472), (1.6951335, 41.3623074), (1.6947792, 41.3628201), (1.6941776, 41.3637294), (1.693567, 41.3646329), (1.6930337, 41.3654137)]"
2672,"(2201745126, 386583537)","[(1.6963658, 41.3611915), (1.696456, 41.3611174), (1.6965448, 41.3610342), (1.6966377, 41.3609319), (1.6967306, 41.3608216), (1.6968158, 41.3607189), (1.6968957, 41.3606334), (1.6969899, 41.3605516), (1.6970841, 41.3604838), (1.6971907, 41.3604137), (1.6973643, 41.3603205), (1.6977311, 41.3601327), (1.6980992, 41.3599162), (1.6989191, 41.3593837), (1.6991911, 41.3591923), (1.6992827, 41.3591161), (1.6993817, 41.3590269), (1.6996258, 41.3588023), (1.6998563, 41.3585827), (1.6999465, 41.3584872), (1.7000306, 41.3583956), (1.7001667, 41.3582075), (1.7003231, 41.3579539)]"
2673,"(2201745126, 2099886858)","[(1.6963658, 41.3611915), (1.6962919, 41.3609792), (1.6961818, 41.3607319)]"
2674,"(2201745126, 2201745213)","[(1.6963658, 41.3611915), (1.6964012, 41.361243), (1.6970223, 41.3615615), (1.6974776, 41.3618117), (1.6975978, 41.3618431), (1.6980258, 41.3621288), (1.6984338, 41.3623653), (1.6989311, 41.3626196), (1.6994556, 41.3628465), (1.7000548, 41.3630488), (1.7002115, 41.3631527), (1.7004738, 41.3633537), (1.7008981, 41.3635574), (1.7012242, 41.3636872), (1.7018052, 41.3639019), (1.7027486, 41.3640358), (1.7033114, 41.3641862), (1.7042003, 41.3642955), (1.7048651, 41.3644076), (1.7052785, 41.3645553), (1.7059572, 41.3646474)]"
2675,"(2201745148, 2199277405)","[(1.6862974, 41.3621367), (1.6860642, 41.3620492), (1.6856162, 41.3618154), (1.6846673, 41.3612468), (1.6844535, 41.3611174)]"
2676,"(2201745148, 4230290884)","[(1.6862974, 41.3621367), (1.6871528, 41.3623389), (1.6873623, 41.3624453), (1.687576, 41.3625085), (1.6877012, 41.3625008), (1.6879384, 41.3624538), (1.6881173, 41.3624322)]"
2677,"(2201745148, 4047758709)","[(1.6862974, 41.3621367), (1.6860747, 41.3621605), (1.6855473, 41.3620463), (1.6855205, 41.3620458), (1.6854991, 41.3620676), (1.6855105, 41.3620894), (1.6855403, 41.3621207), (1.685653, 41.362198), (1.6856639, 41.3622173), (1.6856677, 41.3622349), (1.6856566, 41.3622849), (1.6856292, 41.3623385), (1.685565, 41.3624421), (1.685579, 41.3624733), (1.6856164, 41.3625045), (1.6857247, 41.362558), (1.6858769, 41.3625829), (1.6859694, 41.3626042), (1.6860478, 41.3626307), (1.6861247, 41.3626612), (1.6862132, 41.3627092), (1.6863787, 41.3628017), (1.6866862, 41.362985), (1.6870501, 41.3632001), (1.6872507, 41.3633366), (1.6872927, 41.3633593), (1.6874164, 41.3633995), (1.6875109, 41.3634424), (1.6875926, 41.3634914), (1.6876895, 41.3635743), (1.687745, 41.3636288), (1.6878004, 41.3636764), (1.6880059, 41.3638386)]"
2678,"(2201745162, 2099886858)","[(1.6929784, 41.3625574), (1.6931102, 41.362386), (1.6931562, 41.3621945), (1.6932235, 41.3620535), (1.6932831, 41.3619498), (1.6933497, 41.3618621), (1.6934603, 41.3617615), (1.6935921, 41.3616689), (1.6938726, 41.3615257), (1.6945758, 41.3610385), (1.6948463, 41.3609148), (1.695048, 41.3607859), (1.6951966, 41.3607021), (1.6953787, 41.3606639), (1.6955572, 41.3606576), (1.6959796, 41.3606344), (1.6960443, 41.3606402), (1.6960913, 41.3606672), (1.6961818, 41.3607319)]"
2679,"(2201745162, 2201745178)","[(1.6929784, 41.3625574), (1.692337, 41.3626685), (1.6919272, 41.362838), (1.6912551, 41.3629186), (1.6910338, 41.3629789), (1.6908125, 41.3630553)]"
2680,"(2201745162, 5501927936)","[(1.6929784, 41.3625574), (1.693071, 41.3625413), (1.6938852, 41.3624101), (1.6946374, 41.3622433), (1.6949938, 41.3621476), (1.6952285, 41.3620802), (1.6952931, 41.3620348)]"
2681,"(2201745163, 2201745280)",
2682,"(2201745163, 6630804839)","[(1.7086357, 41.3625592), (1.7078628, 41.35955), (1.7077537, 41.3591368)]"
2683,"(2201745163, 2202285562)","[(1.7086357, 41.3625592), (1.7089063, 41.3625189), (1.7093133, 41.3624009), (1.7097795, 41.3622443), (1.7102535, 41.3620259), (1.710663, 41.3618403), (1.7110649, 41.361645), (1.7113913, 41.3615107)]"
2684,"(2201745163, 2201745212)","[(1.7086357, 41.3625592), (1.7084327, 41.3626306), (1.7078094, 41.3629147), (1.7072015, 41.3631989), (1.7069079, 41.3633555), (1.706658, 41.3636146), (1.7064133, 41.3639374), (1.7061042, 41.3643666), (1.7059915, 41.3646005)]"
2685,"(2201745178, 4230290884)","[(1.6908125, 41.3630553), (1.6907215, 41.3630674), (1.6906304, 41.3630553), (1.6903845, 41.3629104), (1.6899201, 41.3626767), (1.6892917, 41.3624347), (1.6890149, 41.3623759), (1.6885959, 41.3623746), (1.6881173, 41.3624322)]"
2686,"(2201745178, 2201745162)","[(1.6908125, 41.3630553), (1.6910338, 41.3629789), (1.6912551, 41.3629186), (1.6919272, 41.362838), (1.692337, 41.3626685), (1.6929784, 41.3625574)]"
2687,"(2201745178, 2201745182)","[(1.6908125, 41.3630553), (1.6907061, 41.3631441), (1.6905148, 41.3632644)]"
2688,"(2201745182, 4047758707)","[(1.6905148, 41.3632644), (1.6904347, 41.3633779), (1.6904547, 41.3635843), (1.6903819, 41.363669), (1.6901505, 41.3637948), (1.68985, 41.36406), (1.6894675, 41.3642883), (1.689322, 41.3643632), (1.6892857, 41.3644222), (1.6892273, 41.3644624)]"
2689,"(2201745182, 2201745178)","[(1.6905148, 41.3632644), (1.6907061, 41.3631441), (1.6908125, 41.3630553)]"
2690,"(2201745182, 8059743849)","[(1.6905148, 41.3632644), (1.6911464, 41.3635354), (1.6917129, 41.3645054), (1.6930337, 41.3654137)]"
2691,"(2201745212, 2201745215)",
2692,"(2201745212, 2201745213)",
2693,"(2201745212, 2202919700)","[(1.7059915, 41.3646005), (1.7057052, 41.3641712), (1.7055094, 41.3638871), (1.7052763, 41.363519), (1.7052042, 41.3633763), (1.7051712, 41.3632821), (1.7051321, 41.3632001), (1.7048964, 41.3628064), (1.7047418, 41.3625435), (1.7044936, 41.3621844), (1.7044044, 41.3620408), (1.7042216, 41.361535), (1.7040412, 41.3611745), (1.7039474, 41.3610155), (1.7038455, 41.3608557), (1.7035737, 41.3605465)]"
2694,"(2201745212, 2201745163)","[(1.7059915, 41.3646005), (1.7061042, 41.3643666), (1.7064133, 41.3639374), (1.706658, 41.3636146), (1.7069079, 41.3633555), (1.7072015, 41.3631989), (1.7078094, 41.3629147), (1.7084327, 41.3626306), (1.7086357, 41.3625592)]"
2695,"(2201745213, 2201745215)",
2696,"(2201745213, 2201745212)",
2697,"(2201745213, 2201745126)","[(1.7059572, 41.3646474), (1.7052785, 41.3645553), (1.7048651, 41.3644076), (1.7042003, 41.3642955), (1.7033114, 41.3641862), (1.7027486, 41.3640358), (1.7018052, 41.3639019), (1.7012242, 41.3636872), (1.7008981, 41.3635574), (1.7004738, 41.3633537), (1.7002115, 41.3631527), (1.7000548, 41.3630488), (1.6994556, 41.3628465), (1.6989311, 41.3626196), (1.6984338, 41.3623653), (1.6980258, 41.3621288), (1.6975978, 41.3618431), (1.6974776, 41.3618117), (1.6970223, 41.3615615), (1.6964012, 41.361243), (1.6963658, 41.3611915)]"
2698,"(2201745213, 2201745298)","[(1.7059572, 41.3646474), (1.705656, 41.3649891), (1.7054603, 41.365165), (1.7049194, 41.3656019), (1.7045459, 41.365888), (1.704399, 41.366033), (1.704108, 41.3662707), (1.7036031, 41.3666535), (1.703021, 41.3670285), (1.7027254, 41.3671929)]"
2699,"(2201745215, 2201745213)",
2700,"(2201745215, 2201745212)",
2701,"(2201745215, 8059743852)","[(1.7060855, 41.3646659), (1.7063385, 41.3647562), (1.706732, 41.3649366), (1.7073931, 41.3652948), (1.7078612, 41.3655613), (1.7081086, 41.365718)]"
2702,"(2201745233, 2201745242)",
2703,"(2201745233, 2202285615)","[(1.7155685, 41.3654115), (1.7153714, 41.3652502), (1.7151419, 41.3650647)]"
2704,"(2201745233, 1805418225)","[(1.7155685, 41.3654115), (1.7151954, 41.3655384), (1.7143793, 41.3658658)]"
2705,"(2201745242, 2197679013)",
2706,"(2201745242, 2201745233)",
2707,"(2201745242, 2202285586)","[(1.7159582, 41.3656949), (1.7162511, 41.3654749), (1.7165782, 41.3652565), (1.7168616, 41.365069), (1.7170808, 41.3648768), (1.7171203, 41.3648447), (1.7171634, 41.3648196), (1.7175891, 41.364646), (1.7178058, 41.3645614), (1.7179492, 41.3644936), (1.7180377, 41.3644443), (1.7182242, 41.364257), (1.7182544, 41.3642049), (1.718273, 41.3641546), (1.7182937, 41.364054), (1.7182999, 41.3639214), (1.7183076, 41.3637543), (1.7183454, 41.3636585), (1.7183994, 41.3635838), (1.7184634, 41.3635116), (1.7185356, 41.3634535), (1.7186724, 41.3633716), (1.7194734, 41.3629985), (1.7197027, 41.3628844), (1.7197924, 41.3628154), (1.719909, 41.3626843), (1.7199439, 41.3626437)]"
